1, -34.84, -15.87, -29.70, -13.81, 1, 0, 0
1, -29.70, -13.81, -31.08, -19.17, 1, 0, 0
1, -31.08, -19.17, -31.99, -24.74, 1, 0, 0
1, -31.99, -24.74, -27.02, -22.07, 1, 0, 0
1, -27.02, -22.07, -22.39, -19.03, 1, 0, 0
1, -22.39, -19.03, -22.68, -24.56, 1, 0, 0
1, -22.68, -24.56, -22.47, -30.20, 1, 0, 0
1, -22.47, -30.20, -18.12, -26.60, 1, 0, 0
1, -18.12, -26.60, -14.19, -22.70, 1, 0, 0
1, -14.19, -22.70, -13.37, -28.18, 1, 0, 0
1, -13.37, -28.18, -12.05, -33.66, 1, 0, 0
1, -12.05, -33.66, -8.50, -29.27, 1, 0, 0
1, -8.50, -29.27, -5.42, -24.67, 1, 0, 0
1, -5.42, -24.67, -0.00, -30.00, 1, 0, 0
